topic,stem,example_word,n,doc_freq,tf,idf,tf_idf
regulation,evacu,evacuation,29,26,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,fbs,fbs,29,13,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,feenstra,feenstra,29,14,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,fior,fiore,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,fras,fras,29,17,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,gauteng,gauteng,29,15,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,geni,genie,29,27,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,giro,giro,29,22,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,glide,glide,29,26,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,gnpa,gnpa,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,groningen,groningen,29,18,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,gros,gros,29,19,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,inklaar,inklaar,29,13,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,jobkeep,jobkeeper,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,kenen,kenen,29,17,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,leaner,leaner,29,28,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,lens,lenses,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,ltvs,ltvs,29,18,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,macedonia,macedonia,29,22,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,masuch,masuch,29,21,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,mckay,mckay,29,16,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,moran,moran,29,19,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,mutton,mutton,29,16,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,nof,nof,29,12,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,orlando,orlando,29,29,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,overborrow,overborrowing,29,27,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,parsimoni,parsimonious,29,28,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,piger,piger,29,16,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,pinter,pinter,29,16,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,precommit,precommitment,29,15,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,proprieti,propriety,29,24,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,rcc,rcc,29,11,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,realtor,realtors,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,reichsbank,reichsbank,29,11,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,reissuanc,reissuances,29,17,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,sag,sagging,29,27,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,sandri,sandri,29,17,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,sikkim,sikkim,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,sticker,stickers,29,11,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,teaser,teaser,29,22,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,techno,techno,29,20,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,tether,tether,29,22,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,thanexpect,thanexpected,29,29,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,thaw,thaw,29,24,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,tournament,tournament,29,19,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,tractabl,tractable,29,28,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,turunen,turunen,29,23,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,udeshi,udeshi,29,15,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,umpir,umpire,29,13,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,unattend,unattended,29,29,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,venabl,venables,29,16,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,vex,vexing,29,29,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,wealthiest,wealthiest,29,22,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,wither,withers,29,25,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,wwi,wwi,29,10,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,xavier,xavier,29,23,1.7923927144798755e-6,0.6931471805599453,1.2423919564979126e-6
regulation,altimari,altimari,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,apec,apec,28,22,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,ara,ara,28,16,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,ashcraft,ashcraft,28,22,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,assessor,assessor,28,16,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,astound,astounding,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,axiomat,axiomatic,28,24,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,bard,bard,28,25,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,bearish,bearish,28,26,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,blackrock,blackrock,28,20,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,blight,blight,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,bog,bogged,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,cataclysm,cataclysmic,28,25,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,cett,cette,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,cfms,cfms,28,15,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,cfsa,cfsa,28,10,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,clawback,clawback,28,22,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,commodityexport,commodityexporting,28,20,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,compart,compartments,28,16,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,conceptualis,conceptualised,28,24,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,cowen,cowen,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,creatur,creatures,28,24,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,crew,crew,28,24,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,croni,crony,28,18,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,deck,deck,28,18,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,duart,duarte,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,econd,econd,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,ess,ess,28,10,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,eurepo,eurepo,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,europeanis,europeanisation,28,12,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,exodus,exodus,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,explic,explicable,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,ghana,ghana,28,21,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,gies,giese,28,20,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,greenflat,greenflation,28,10,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,guangdong,guangdong,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,hairdress,hairdressers,28,15,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,handicraft,handicrafts,28,15,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,hive,hived,28,25,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,icb,icb,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,immatur,immature,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,inexperienc,inexperienced,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,kobi,koby,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,libya,libya,28,20,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,moderateincom,moderateincome,28,22,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,monetarypolici,monetarypolicy,28,22,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,monnai,monnaie,28,20,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,nani,nani,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,nepad,nepad,28,13,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,obfusc,obfuscate,28,28,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,pope,pope,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,ppt,ppt,28,12,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,pud,pudding,28,21,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,purg,purge,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,pvt,pvt,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,qatar,qatar,28,21,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,rbih,rbih,28,14,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,recover,recoverable,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,retroact,retroactively,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,rife,rife,28,28,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,sandra,sandra,28,26,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,sdif,sdif,28,11,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,ses,ses,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,shill,shillings,28,15,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,steinsson,steinsson,28,17,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,subservi,subservient,28,25,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,subsidiaris,subsidiarisation,28,20,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,synthes,synthesized,28,25,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,throe,throes,28,28,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,tootel,tootell,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,trevor,trevor,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,turrel,turrell,28,11,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,underplay,underplay,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,unison,unison,28,24,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,untangl,untangling,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,uti,uti,28,19,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,velasco,velasco,28,21,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,vener,venerable,28,28,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,whim,whims,28,27,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,wyman,wyman,28,23,1.7305860691529832e-6,0.6931471805599453,1.1995508545497089e-6
regulation,abc,abc,27,20,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,aberdeen,aberdeen,27,13,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,abyss,abyss,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,agit,agitated,27,23,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,backtrack,backtracking,27,26,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,bhattacharya,bhattacharya,27,23,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,bridgewat,bridgewater,27,14,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,cog,cogs,27,13,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,columbus,columbus,27,18,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,compendium,compendium,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,darrel,darrell,27,21,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,delus,delusion,27,22,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,downpay,downpayment,27,16,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,dsti,dsti,27,11,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,duress,duress,27,26,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,edwin,edwin,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,eggertson,eggertson,27,19,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,fabian,fabian,27,26,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,goushi,goushi,27,17,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,greenfield,greenfield,27,20,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,griffith,griffith,27,20,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,grohe,grohe,27,16,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,hordahl,hordahl,27,18,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,howitt,howitt,27,17,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,immateri,immaterial,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,instig,instigated,27,27,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,ite,ites,27,15,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,kamesam,kamesam,27,19,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,kilian,kilian,27,17,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,kynaston,kynaston,27,15,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,lazi,lazy,27,23,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,lebac,lebacs,27,12,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,madra,madras,27,17,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,marsh,marsh,27,15,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,maul,maule,27,25,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,misnom,misnomer,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,mmr,mmr,27,10,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,mncs,mncs,27,18,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,mozambiqu,mozambique,27,19,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,murder,murder,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,neue,neue,27,16,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,nfs,nfs,27,17,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,owen,owen,27,19,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,pai,pai,27,13,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,partha,partha,27,26,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,postgradu,postgraduate,27,19,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,quadrant,quadrant,27,12,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,queu,queuing,27,21,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,relook,relook,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,resel,resell,27,22,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,rochell,rochelle,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,rohan,rohan,27,25,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,saxena,saxena,27,21,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,sensor,sensors,27,23,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,sergio,sergio,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,sidestep,sidestep,27,25,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,spi,spi,27,16,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,squam,squam,27,12,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,steffen,steffen,27,17,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,suptech,suptech,27,13,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,surest,surest,27,27,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,thatcher,thatcher,27,24,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,thereon,thereon,27,26,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,traine,trainees,27,20,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,unhing,unhinged,27,25,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,unrecord,unrecorded,27,16,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,ware,ware,27,27,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,weil,weil,27,15,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,weitzman,weitzman,27,10,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,xiii,xiii,27,23,1.668779423826091e-6,0.6931471805599453,1.1567097526015049e-6
regulation,adr,adrs,26,12,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,afresh,afresh,26,25,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,alaska,alaska,26,13,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,arnold,arnold,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,benigno,benigno,26,16,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,blake,blake,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,borderlin,borderline,26,25,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,bosworth,bosworth,26,15,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,bred,bred,26,22,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,bsbdas,bsbdas,26,13,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,businessman,businessman,26,21,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,bye,bye,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,camouflag,camouflage,26,23,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,cbrc,cbrc,26,14,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,cdx,cdx,26,11,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,chime,chimes,26,25,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,chintaman,chintaman,26,12,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,cow,cow,26,22,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,csrc,csrc,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,darker,darker,26,20,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,delev,delever,26,23,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,demerit,demerits,26,21,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,depoliticis,depoliticisation,26,23,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,detrend,detrended,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,disallow,disallow,26,24,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,dooley,dooley,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,drt,drt,26,13,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,edp,edp,26,11,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,frenkel,frenkel,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,frontrunn,frontrunner,26,22,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,geldpolitik,geldpolitik,26,20,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,ghg,ghg,26,13,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,gratif,gratification,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,greenbook,greenbook,26,16,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,gregorio,gregorio,26,16,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,henriqu,henrique,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,hulten,hulten,26,13,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,hypothec,hypothecation,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,icor,icor,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,idealis,idealised,26,20,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,iib,iibs,26,12,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,lehnert,lehnert,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,madigan,madigan,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,mif,mif,26,10,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,mishra,mishra,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,moessner,moessner,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,nanci,nancy,26,24,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,nash,nash,26,21,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,nathan,nathan,26,23,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,nayak,nayak,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,nguyen,nguyen,26,21,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,overkil,overkill,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,pereira,pereira,26,14,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,purvi,purvis,26,12,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,quadrini,quadrini,26,15,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,reus,reuse,26,22,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,shah,shah,26,24,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,shortrun,shortrun,26,24,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,spectat,spectators,26,20,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,strictur,strictures,26,24,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,tercentenari,tercentenary,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,tevlin,tevlin,26,18,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,todd,todd,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,turnbul,turnbull,26,20,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,universidad,universidad,26,15,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,unsolv,unsolved,26,26,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,vepa,vepa,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,volumin,voluminous,26,26,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,wean,wean,26,25,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,whip,whip,26,14,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,wool,wool,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,yeat,yeates,26,17,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,zampolli,zampolli,26,19,1.6069727784991986e-6,0.6931471805599453,1.113868650653301e-6
regulation,abort,aborted,25,21,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
regulation,auclert,auclert,25,12,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
regulation,aud,aud,25,19,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
regulation,axiom,axioms,25,17,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
regulation,baranova,baranova,25,15,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
regulation,bonanza,bonanza,25,18,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
regulation,buffett,buffett,25,20,1.5451661331723065e-6,0.6931471805599453,1.0710275487050973e-6
